# Downloaded from http://scsie.uv.es/chipsdna/mRNA%20final%20data.txt
# From Genomic Run-On Evaluates Transcription Rates for All Yeast Genes and Identifies Gene Regulatory Mechanisms, 
# Molecular Cell Volume 15, Issue 2, 23 July 2004, Pages 303–313 José Garci´a-Marti´nez1, 2, Agusti´n Aranda1, 3, José E Pérez-Orti´n
# http://www.sciencedirect.com/science/article/pii/S1097276504003375
#ORF name	Gene name	Biological Process	mRNA t0	SD t0	mRNA t1	SD t1	mRNA t2	SD t2	mRNA t3	SD t3	mRNA t4	SD t4	mRNA t5	SD t5
orf	gene	biological.process	mrna.t0	sd.t0	mrna.t1	sd.t1	mrna.t2	sd.t2	mrna.t3	sd.t3	mrna.t4	sd.t4	mrna.t5	sd.t5
YOR147W	YOR147W	unknown	32.971	7.9825	17.9581	3.8008	20.8892	7.6275	33.5772	7.9569	42.3939	7.2981	39.6352	7.6987
YOR148C	SPP2	mRNA splicing	5.4404	3.8325	3.1091	3.9583	4.0582	3.6627	5.4733	3.3741	9.3248	3.0276	8.7528	3.0968
YOR149C	SMP3	plasmid maintenance	69.3211	8.2346	43.8941	7.8257	27.069	8.0077	28.1007	8.177	41.1198	7.5629	25.6165	8.0524
YOR150W	MRPL23	protein synthesis	58.8595	6.2067	37.2674	5.9279	67.9165	6.3241	46.0766	6.3466	88.0233	5.7954	49.051	6.0067
YOR151C	RPB2	transcription	87.3324	6.5299	80.3634	6.4053	21.4642	6.3203	28.5883	6.5255	67.7033	6.0457	57.5103	6.2997
YOR152C	YOR152C	unknown	4.3201	6.3276	0.944	8.7032	13.6904	4.3662	6.3492	5.1237	4.8504	5.2133	6.9752	4.7767
YOR153W	PDR5	drug resistance	1024.2091	6.8287	611.6315	6.8371	235.4733	6.974	83.1782	6.9763	206.9331	6.348	112.4391	6.5589
YOR154W	YOR154W	unknown	36.1426	6.8085	25.1579	6.3715	10.5647	3.4135	19.0385	6.7443	28.3025	6.2752	23.8689	6.6593
YOR155C	YOR155C	unknown	16.869	6.3068	18.0943	5.6478	19.1094	5.8608	9.7053	3.0799	14.452	5.7393	17.0154	5.9291
YOR156C	NFI1	unknown	54.1555	7.4304	38.0802	7.0576	38.342	7.4002	21.8254	7.3508	44.194	6.8583	30.0067	7.2348
YOR157C	PUP1	protein degradation	70.6663	5.7995	61.7079	5.6647	26.9111	5.7172	21.0317	5.7531	38.5793	5.3336	31.722	5.6001
YOR158W	PET123	protein synthesis	34.8401	7.3434	26.1958	6.849	50.2204	7.3887	49.3974	7.4996	61.2479	6.8121	43.2697	7.1227
YOR159C	SME1	mRNA splicing	103.8891	5.7907	53.9251	5.6078	31.4866	5.7285	31.6839	5.8232	59.4631	5.3464	53.3972	5.5731
YOR160W	MTR10	mRNA export	58.4983	7.3091	46.7457	7.0161	20.6097	7.0488	25.1141	7.2645	42.4251	6.7358	30.4457	7.1061
YOR161C	YOR161C	unknown	29.1204	6.0122	22.7032	5.6169	20.5573	5.8672	7.8558	3.1585	11.2746	2.9428	14.0955	2.9827
YOR162C	YRR1	transport	34.6452	7.1083	21.5655	6.6543	63.722	7.2232	47.5073	7.2642	57.5782	6.5966	24.8925	6.9384
YOR163W	DDP1	dinucleoside polyphosphate metabolism	109.2562	6.1785	60.0811	5.9943	62.7884	6.2455	38.5433	6.2436	78.9465	5.7251	56.2519	5.9466
YOR164C	YOR164C	unknown	130.8177	6.9575	105.8224	6.8503	36.315	6.8683	39.5485	7.0038	61.1934	6.4047	56.2154	6.6893
YOR165W	YOR165W	unknown	50.1631	6.3439	37.5806	6.0669	20.0202	6.1591	21.7128	6.3048	37.445	5.8489	23.1331	6.1809
YOR166C	YOR166C	unknown	68.1361	7.5493	27.8315	7.0336	33.8262	7.453	23.0268	7.4565	38.2759	6.9299	42.1891	7.3127
YOR167C	RPS28A	protein synthesis	439.1304	5.7906	608.0351	5.8029	122.5117	5.8938	231.5647	6.0381	227.5686	5.4063	272.8475	5.7302
YOR168W	GLN4	protein synthesis	135.3102	6.6236	99.3804	6.5147	18.0379	6.3205	35.3447	6.6476	68.3111	6.1094	42.4598	6.3628
YOR169C	YOR169C	unknown	250.467	10.2365	181.2418	10.1019	101.6031	10.3152	102.5411	10.4729	173.69	9.5024	162.9038	9.891
YOR170W	YOR170W	unknown	25.3641	5.5831	18.7054	5.2038	31.6916	10.1533	24.5498	5.1919	26.8146	9.9053	23.5225	5.2109
YOR171C	LCB4	sphingolipid metabolism	50.8638	6.902	27.1367	6.4577	25.4399	6.7638	24.6686	6.8791	42.2861	6.3733	35.0955	6.7055
YOR172W	YOR172W	unknown	15.8316	3.5826	11.0076	3.3766	9.6458	3.3932	10.2913	3.4408	13.0525	3.2636	11.467	3.3961
YOR173W	YOR173W	unknown	19.5823	6.0248	15.2639	5.555	185.5515	6.1066	62.3467	6.0879	49.2832	5.4545	106.7295	5.7552
YOR174W	MED4	transcription	6.3475	3.95	2.2042	4.6148	NA	NA	2.7527	4.1739	5.2575	3.5209	6.1486	3.3913
YOR175C	YOR175C	unknown	49.8963	6.8098	37.8472	6.4964	14.5265	3.2879	17.2577	6.7363	27.063	6.2695	21.874	6.6635
YOR176W	HEM15	heme biosynthesis	178.1231	6.9869	124.206	6.8938	93.0542	7.0905	63.9448	7.128	96.4211	6.4638	89.679	6.7273
YOR177C	MPC54	unknown	22.7317	7.5191	9.7859	3.8166	12.5036	3.5885	8.4235	3.9019	12.4951	3.6067	8.5732	3.8169
YOR178C	GAC1	glycogen metabolism	12.9826	4.9552	12.4324	4.4466	116.0368	8.8404	98.8265	8.9393	177.7031	8.1057	116.5574	8.3922
YOR179C	YOR179C	unknown	8.9659	3.5767	6.7711	3.3784	3.638	3.8957	7.7712	3.2613	13.3236	2.97	10.8594	3.122
YOR180C	DCI1	fatty acid metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YOR181W	LAS17	cytoskeleton	128.6204	7.2404	101.9378	7.1155	57.6225	7.2651	27.5066	7.1735	77.3437	6.6898	61.2014	6.9659
YOR182C	RPS30B	protein synthesis	165.3058	20.1967	119.2459	19.304	22.1055	10.8122	56.5395	19.9406	101.8772	18.5586	66.9175	19.7169
YOR183W	YFYV12	unknown	41.7854	7.0133	31.1688	6.6219	32.8407	6.9712	25.8853	7.0177	44.3052	6.4962	38.8268	6.8281
YOR184W	SER1	serine biosynthesis	321.3788	6.5217	210.043	6.4926	53.5922	6.509	54.5752	6.6115	88.4648	6.0095	68.0684	6.242
YOR185C	GSP2	nuclear organization	32.6542	6.5866	17.947	6.2083	93.1338	6.7752	31.2503	6.6489	31.0693	6.0579	41.2428	6.3965
YOR186W	YOR186W	unknown	NA	NA	NA	NA	3.9167	4.2391	3.2677	4.2903	1.4099	4.7999	2.783	3.9662
YOR188W	MSB1	polarized growth	68.4411	7.6745	59.1421	7.4225	12.8942	3.7834	35.3008	7.7166	58.7092	7.0989	40.0952	7.4377
YOR189W	IES4	unknown	9.8204	3.3133	6.6517	3.1865	2.6724	3.9913	6.5514	3.1609	7.8219	3.0119	20.4742	5.7238
YOR190W	SPR1	sporulation	17.3169	6.6172	9.8034	3.215	6.799	3.3969	10.0517	3.2278	12.2119	3.0779	10.1017	3.2174
YOR191W	RIS1	silencing	16.6242	3.6208	12.2843	3.3728	7.6158	3.6283	16.1505	3.3699	17.5375	6.4279	21.1916	6.6624
YOR192C	YOR192C	unknown	9.2746	3.7707	6.5869	3.6138	6.2537	3.5855	6.8941	3.5276	9.8763	3.2672	6.7343	3.4439
YOR193W	YOR193W	unknown	43.2055	8.0676	24.4051	7.5703	15.9596	3.9248	18.6715	4.0097	19.0239	3.8548	16.615	4.0449
YOR194C	TOA1	transcription	30.7026	5.8084	47.0963	5.6531	25.0492	5.7479	35.0798	5.9259	72.8468	5.4396	48.285	5.65
YOR195W	SLK19	mitosis	8.5652	4.5688	3.4203	5.1072	1.8571	6.1805	4.5737	4.5843	6.2718	4.1742	6.5745	4.0701
YOR196C	LIP5	ribosomal large subunit assembly and maintenance	55.696	5.5328	39.4765	5.3256	29.7129	5.5	45.655	5.6728	66.9473	5.1501	62.8208	5.3637
YOR197W	MCA1	unknown	283.4953	6.6366	163.2845	6.5786	98.9015	6.7304	113.0426	6.8525	139.3519	6.1589	125.7908	6.4124
YOR198C	BFR1	secretion	228.0992	7.2274	132.2751	7.1267	47.5696	7.1749	60.1005	7.3424	130.1159	6.7036	101.6222	6.958
YOR199W	YOR199W	unknown	23.0334	7.7964	8.2986	4.1203	9.0245	3.958	6.2259	4.2983	12.3987	3.7525	7.9899	3.9905
YOR200W	YOR200W	unknown	64.2516	7.6064	48.6146	7.2968	41.1326	7.5778	39.5506	7.6901	63.6968	7.0512	61.7574	7.3717
YOR201C	PET56	ribosomal large subunit assembly and maintenance	53.4875	6.1084	40.5954	5.8686	31.0691	6.0671	49.0588	6.2672	67.3102	5.6861	54.6025	5.9199
YOR202W	HIS3	histidine biosynthesis	110.7232	5.3121	83.0443	5.2302	21.2995	5.1765	23.1143	5.2873	45.3257	4.8835	42.348	5.1029
YOR203W	YOR203W	unknown	34.9184	6.7242	19.26	6.3242	7.6802	3.5778	3.8201	4.1671	11.3851	3.343	9.405	3.4741
YOR204W	DED1	RNA processing	529.4807	5.9127	456.6104	5.9226	52.4298	5.9038	156.9626	6.1346	352.1427	5.5449	155.9108	5.7428
YOR205C	YOR205C	unknown	19.8666	7.6411	10.229	3.7834	6.8501	4.0507	10.487	3.7734	14.2189	3.5475	14.507	3.6514
YOR206W	NOC2	unknown	81.2366	7.0929	46.3172	6.7896	7.0597	3.8659	24.9691	7.0308	42.6129	6.5151	38.2049	6.854
YOR207C	RET1	transcription	26.1826	6.581	20.4928	6.0929	3.3898	4.2665	9.4528	3.3733	15.932	6.1905	9.9136	3.3365
YOR208W	PTP2	signaling, high osmolarity pathway	36.0036	8.9173	29.0934	8.2542	37.6661	8.7257	34.0158	8.8394	38.0364	8.1264	29.3645	8.6399
YOR209C	NPT1	NAD biosynthesis	211.7498	6.8229	159.0356	6.7674	46.4844	6.7826	93.5563	7.0247	149.603	6.3469	135.7724	6.6108
YOR210W	RPB10	transcription	29.0016	6.0714	16.9757	5.7051	6.4673	3.2734	10.0453	3.0888	20.264	5.6243	25.0081	5.9056
YOR212W	STE4	signaling, pheromone pathway	125.9868	6.413	59.3305	6.2044	64.663	6.4756	48.3171	6.5163	87.5013	5.9434	55.6426	6.1654
YOR213C	SAS5	silencing	26.8891	6.6709	21.136	6.1782	11.2803	3.2612	23.5712	6.5891	29.6658	6.0771	14.9564	3.2877
YOR214C	YOR214C	unknown	3.8374	5.5453	3.1626	5.3471	NA	NA	NA	NA	NA	NA	NA	NA
YOR215C	YOR215C	unknown	29.8499	6.6758	18.266	6.2647	48.5057	6.7157	57.1257	6.8545	55.979	6.1786	88.2881	6.4854
YOR216C	RUD3	secretion (putative)	12.0389	3.534	6.5703	3.5441	3.6593	4.0609	5.1721	3.656	8.2141	3.296	6.4954	3.3952
YOR217W	RFC1	DNA replication	51.954	6.316	40.3765	6.0608	15.7225	6.0664	17.2565	6.235	28.9699	5.7975	22.0197	6.1572
YOR218C	YOR218C	unknown	106.7124	7.2491	80.1617	7.078	47.5766	7.2366	48.8057	7.3564	79.5121	6.7116	66.0599	6.9884
YOR219C	STE13	mating	37.9203	7.4024	27.3887	6.9228	27.7287	7.2697	30.7265	7.4369	35.1553	6.8141	36.029	7.2038
YOR220W	YOR220W	unknown	15.4071	4.3729	11.4241	4.1011	28.6059	7.7661	18.4295	3.9338	18.7543	3.781	26.784	7.7516
YOR221C	MCT1	fatty acid metabolism	65.7509	6.1898	42.0118	5.9406	41.4741	6.2033	32.0181	6.2412	42.7551	5.7043	27.9852	5.9936
YOR222W	ODC2	unknown	15.1252	3.0861	10.0221	2.9231	NA	NA	NA	NA	30.1216	5.3783	NA	NA
YOR223W	YOR223W	unknown	24.5887	5.1355	17.7058	4.7908	19.0077	5.0311	16.0167	5.085	19.2127	4.7335	17.3117	5.0147
YOR224C	RPB8	transcription	255.8209	6.9674	182.3344	6.9206	59.827	6.9735	92.345	7.161	173.6056	6.4864	134.648	6.7401
YOR225W	YOR225W	unknown	23.7513	8.9236	10.0596	4.5948	2.2692	6.8412	5.8057	5.0676	8.8723	4.5566	6.775	4.6618
YOR226C	ISU2	iron homeostasis	92.1068	6.1959	64.3102	6.0351	47.078	6.2169	41.3712	6.2854	73.6309	5.7434	69.9677	5.9828
YOR227W	YOR227W	unknown	52.0162	7.4485	48.6151	7.1684	125.5644	7.6891	76.2274	7.7168	82.6274	6.953	66.7625	7.2383
YOR228C	YOR228C	unknown	1.7994	5.1929	3.4502	4.1027	5.0443	3.6765	3.5879	3.9184	3.4151	3.7955	5.2843	3.4422
YOR229W	WTM2	transcription	37.2131	5.8651	26.2674	5.5367	8.7098	2.9616	13.4764	2.915	21.4922	5.4239	23.1244	5.7227
YOR230W	WTM1	meiosis	332.343	6.5919	285.7251	6.5888	422.3117	6.7469	154.9981	6.8398	215.061	6.149	389.8471	6.5884
YOR231W	MKK1	signaling, PKC1 pathway	41.0696	6.8558	27.7923	6.4387	20.7862	6.6621	19.5701	6.7958	24.5542	6.3504	19.2293	6.7605
YOR232W	MGE1	mitochondrial protein targeting	124.0706	6.4305	75.9917	6.2792	54.3046	6.4604	53.6575	6.5559	63.2542	5.9294	43.2604	6.1798
YOR233W	KIN4	unknown	29.5753	6.7348	18.6296	6.3094	6.8373	3.657	12.9353	3.3635	20.907	6.2428	11.7484	3.3942
YOR234C	RPL33B	protein synthesis	205.1732	18.0533	128.2501	17.3521	21.6256	9.4295	57.5964	17.8157	105.0901	16.5744	57.2308	17.5823
YOR235W	YOR235W	unknown	12.9324	7.3516	NA	NA	1.961	11.2019	3.6924	8.567	9.8443	6.6631	7.6486	6.7208
YOR236W	DFR1	folate biosynthesis	79.0335	6.1382	58.0194	5.9652	6.8732	3.2493	19.7178	6.0517	34.4275	5.6245	15.8475	6.0209
YOR237W	HES1	sterol metabolism	NA	NA	NA	NA	0.9299	5.9849	NA	NA	5.7187	3.3929	NA	NA
YOR238W	YOR238W	unknown	9.1733	4.6381	7.5217	4.3325	3.1531	5.4181	6.6436	4.3604	9.6472	3.9975	13.3331	3.9039
YOR239W	ABP140	cytoskeleton	144.2134	15.0309	108.1841	14.481	45.3967	14.5254	47.103	14.8491	72.2548	13.777	57.9307	14.5969
YOR241W	MET7	methionine biosynthesis	53.452	6.7359	36.1356	6.4079	15.2978	3.2401	19.8197	6.6573	32.985	6.1889	24.1359	6.5651
YOR242C	SSP2	sporulation	21.737	7.3755	15.9721	3.4221	7.1038	3.9056	7.1223	3.9178	11.5222	3.5578	10.2508	3.665
YOR243C	YOR243C	unknown	89.072	6.2556	69.5404	6.111	11.7579	3.0266	29.6336	6.268	50.172	5.7634	30.9876	6.035
YOR245C	DGA1	unknown	22.9214	7.0504	18.3252	6.4868	21.0913	6.6687	27.8956	6.8905	33.7665	6.3219	33.0437	6.6813
YOR246C	YOR246C	unknown	112.629	5.5739	102.7578	5.5142	28.2905	5.4928	33.8745	5.6215	54.8983	5.1378	37.467	5.3546
YOR247W	SRL1	unknown	1457.8423	9.4075	1171.2196	9.4119	466.2368	9.6134	413.4863	9.8067	810.7892	8.8517	336.3921	9.2132
YOR248W	TOS11	unknown	881.4864	8.6205	727.819	8.634	284.0006	8.8051	251.1332	8.9527	492.6334	8.0785	223.7769	8.3672
YOR249C	APC5	mitosis	3.4726	5.4681	NA	NA	NA	NA	NA	NA	4.5906	4.3631	4.5571	4.2041
YOR250C	CLP1	mRNA 3_prime-end processing	29.5387	6.5558	24.7704	6.1082	23.5505	6.3978	26.6834	6.5535	39.7914	6.035	29.4646	6.3564
YOR251C	YOR251C	unknown	30.4428	6.0305	23.7163	5.6479	12.5487	2.919	15.2334	5.9716	18.2553	5.6305	21.1929	5.8919
YOR252W	YOR252W	unknown	30.0139	5.8902	22.575	5.5127	15.1187	5.6737	16.3531	5.8298	28.0903	5.4216	27.0274	5.7342
YOR253W	YOR253W	unknown	107.346	7.1234	40.7189	6.756	11.6231	3.5046	49.355	7.2344	63.9934	6.5723	76.1122	6.8739
YOR254C	SEC63	secretion	185.1669	6.9744	125.7951	6.8822	26.9696	6.7726	51.1688	7.0653	108.6613	6.4623	77.3857	6.7023
YOR255W	YOR255W	unknown	0.8674	6.9212	NA	NA	0.2154	11.1562	0.1283	10.4105	NA	NA	1.007	4.7687
YOR256C	YOR256C	unknown	29.025	6.7206	23.9728	6.2426	19.3769	6.4652	16.0534	3.3117	28.0049	6.1499	21.7714	6.5403
YOR257W	CDC31	cytoskeleton	18.1673	5.3612	15.8707	4.9117	12.6741	5.0458	20.9333	5.2548	29.7642	4.8375	24.4852	5.1002
YOR258W	HNT3	unknown	13.4985	4.1299	NA	NA	1.6371	6.3048	0.9354	6.6494	NA	NA	5.3398	4.0991
YOR259C	RPT4	protein degradation	85.5033	5.806	68.7115	5.6826	32.4454	5.7598	47.91	5.9308	81.9223	5.3969	78.6877	5.6192
YOR260W	GCD1	protein synthesis	211.9134	7.2981	136.5172	7.2042	45.1815	7.2321	58.2818	7.4088	92.1903	6.7366	48.523	6.9926
YOR261C	RPN8	protein degradation	51.855	6.9452	35.8519	6.5976	24.704	6.7922	21.8037	6.8811	27.5473	6.393	30.2329	6.755
YOR262W	YOR262W	unknown	36.7314	5.9813	24.6306	5.6205	12.6991	2.8956	13.3957	2.9776	17.3984	5.6087	15.1919	5.9245
YOR263C	YOR263C	unknown	87.5126	9.3451	70.1694	9.0229	58.239	9.3526	60.1211	9.5112	95.9728	8.6826	80.3808	9.0481
YOR264W	DSE3	unknown	41.4288	6.8889	20.3974	6.4731	18.2447	6.6487	NA	NA	NA	NA	24.6487	6.738
YOR265W	RBL2	cytoskeleton	32.3502	6.2706	38.9696	6.025	12.7846	3.0411	16.6955	6.2083	22.109	5.8061	16.9546	6.1869
YOR266W	PNT1	pentamidine resistance	NA	NA	2.3205	5.1954	16.6345	3.3866	NA	NA	NA	NA	15.147	3.5118
YOR268C	YOR268C	unknown	83.839	6.3982	54.0718	6.1886	52.7021	6.4445	40.4358	6.4858	69.4368	5.9293	65.8855	6.1803
YOR269W	PAC1	cytoskeleton (putative)	24.0548	6.8807	20.6219	6.3174	7.8058	3.5747	9.8908	3.4891	18.2523	6.352	17.0784	6.6716
YOR270C	VPH1	vacuolar acidification	212.2223	6.6505	152.3892	6.5929	64.177	6.6848	53.8892	6.7506	90.3241	6.1422	72.777	6.3826
YOR271C	YOR271C	unknown	96.0889	5.9721	66.6352	5.8285	20.8999	5.7909	27.3783	5.9696	41.4891	5.4824	32.8835	5.7513
YOR272W	YTM1	cytoskeleton (putative)	177.6571	6.5382	120.7783	6.4547	1.8586	5.0558	53.3566	6.6446	82.7361	6.0379	48.9339	6.2676
YOR273C	TPO4	unknown	44.645	6.3193	49.2302	6.131	22.9694	6.1912	15.7387	6.2562	21.291	5.8581	44.7418	6.136
YOR274W	MOD5	tRNA processing	44.6019	6.3966	29.1904	6.0384	16.12	6.1567	54.0282	6.5906	62.5057	5.9588	51.433	6.2134
YOR275C	RIM20	unknown	35.8242	7.5392	25.3564	7.0323	24.6437	7.3345	23.6164	7.4643	36.6563	6.9268	35.4216	7.3228
YOR276W	CAF20	protein synthesis	271.0954	6.5657	148.5708	6.4978	30.4809	6.4158	65.169	6.6946	143.8556	6.0978	84.2583	6.3035
YOR277C	YOR277C	unknown	262.8877	7.0367	194.9035	6.9963	34.6228	6.8974	73.4131	7.1882	149.7923	6.536	75.2909	6.7456
YOR278W	HEM4	heme biosynthesis	50.6908	6.8445	33.2865	6.4807	29.5959	6.7609	21.6694	6.784	36.87	6.3047	35.6457	6.6481
YOR279C	RFM1	unknown	9.0887	3.8633	5.8961	3.7876	5.3615	3.8122	10.1327	3.3903	12.4765	3.2277	8.2512	3.4394
YOR280C	YOR280C	unknown	63.9858	6.4869	50.9083	6.2721	29.2166	6.3996	38.3753	6.5789	64.7243	6.0207	76.5533	6.2925
YOR281C	PLP2	unknown	45.269	5.9394	27.2797	5.6031	11.5328	2.886	17.3381	5.872	28.0998	5.4575	26.9859	5.7729
YOR282W	YOR282W	unknown	44.6037	8.1207	28.3672	7.5985	8.2901	4.4401	9.2541	4.3754	28.0608	7.5339	21.2819	8.0323
YOR283W	YOR283W	unknown	15.3034	3.2317	12.7619	2.9536	4.9368	3.5226	5.7057	3.3928	10.806	3.0052	10.6264	3.0851
YOR284W	YOR284W	unknown	20.6461	7.1886	10.8751	3.5205	5.0345	4.1223	10.1369	3.5801	16.2417	3.3032	9.2963	3.5852
YOR285W	YOR285W	unknown	169.1616	6.2662	112.0836	6.1813	306.0385	6.4421	207.2942	6.5539	240.7603	5.8774	195.4803	6.147
YOR286W	YOR286W	unknown	105.064	6.348	70.7818	6.1937	69.2684	6.4327	66.9681	6.5235	96.3135	5.9011	79.9392	6.1314
YOR287C	YOR287C	unknown	5.1054	3.9214	4.0559	3.7402	0.4244	7.4638	2.2567	4.1493	4.8317	3.3967	2.9839	3.5194
YOR288C	MPD1	protein folding (putative)	40.0738	7.5764	31.1028	7.116	24.5285	7.3863	17.8702	3.7621	33.3127	6.9782	26.0435	7.4137
YOR289W	YOR289W	unknown	19.5426	6.8148	13.3241	3.196	52.4665	6.6463	39.4528	6.6833	43.212	6.0695	43.9416	6.371
YOR290C	SNF2	transcription	42.433	6.7556	29.1149	6.3631	17.3548	6.5125	46.5714	6.9244	40.8555	6.249	42.1603	6.5705
YOR291W	YOR291W	unknown	43.4567	6.8227	38.6976	6.5268	15.7367	3.2897	18.4542	6.7567	27.0389	6.2934	23.9399	6.6718
YOR292C	YOR292C	unknown	19.0448	7.1399	14.9463	3.288	23.2371	6.6597	17.179	6.7515	18.0584	6.4341	15.9367	3.3872
YOR293W	RPS10A	protein synthesis	303.2566	18.3279	223.6468	17.9389	26.3047	9.1967	84.6981	18.3217	162.2347	16.8916	85.4484	17.6652
YOR294W	RRS1	ribosome biogenesis (putative)	26.2438	5.6823	20.3169	5.2944	NA	NA	7.5552	2.9714	11.278	2.7562	9.2757	2.8859
YOR295W	UAF30	unknown	8.6611	3.736	9.4528	3.2717	4.553	3.8073	7.5546	3.3978	11.852	3.1203	10.1254	3.2476
YOR296W	YOR296W	unknown	24.6341	7.2286	5.0928	4.2782	11.5417	3.5127	NA	NA	12.0729	3.5082	14.8503	3.5356
YOR297C	YOR297C	mitochondrial protein targeting	27.3478	7.8608	19.9053	7.2943	15.1292	3.7441	18.5992	3.8172	23.7426	7.1814	19.7029	7.6149
YOR298C-A	MBF1	transcription	10.9296	3.2319	6.8327	3.1458	3.949	3.5387	7.3632	3.0797	8.1011	2.9763	6.8236	3.0579
YOR298W	YOR298W	unknown	5.4882	5.3938	3.1168	5.6536	2.1273	6.4229	1.9755	6.0466	2.1408	5.4746	3.2181	4.7587
YOR299W	BUD7	bud site selection, bipolar	45.5851	6.395	35.5405	6.1027	18.6203	6.1869	24.3177	6.3942	29.174	5.8801	17.7141	6.2954
YOR300W	YOR300W	unknown	15.6419	4.209	7.3764	4.3428	7.4469	4.2481	NA	NA	NA	NA	3.7917	4.4555
YOR303W	CPA1	arginine biosynthesis	30.1062	7.1436	NA	NA	64.3262	7.2156	61.2097	7.3138	64.794	6.6009	44.35	6.8903
YOR304C-A	YOR304C-A	 biological_process unknown	30.8241	6.1233	12.9539	2.9669	9.1253	3.0867	6.3228	3.3511	11.3212	3.0064	7.64	3.1951
YOR304W	ISW2	unknown	39.8649	6.7514	19.5987	6.3515	10.7466	3.3736	12.0894	3.4185	21.4423	6.2944	26.692	6.5923
YOR305W	YOR305W	unknown	22.8879	7.3563	10.8173	3.6564	5.986	4.0927	13.4884	3.5889	24.606	6.6112	16.7772	3.5443
YOR306C	MCH5	unknown	85.9876	6.203	44.3553	5.9526	15.7469	5.9263	22.1512	6.1416	37.6432	5.6881	25.7985	5.995
YOR307C	SLY41	secretion	40.6365	7.6152	25.3041	7.1255	31.1417	7.5175	12.7611	3.8806	33.1442	7.0154	32.3959	7.4256
YOR308C	SNU66	mRNA splicing (putative)	28.6984	6.7088	18.4259	6.2791	9.4594	3.3893	15.0857	3.3119	28.2357	6.1351	22.9629	6.5153
YOR309C	YOR309C	unknown	420.9932	6.3206	105.0317	6.195	14.5647	2.9898	59.9665	6.4239	124.3379	5.8496	84.1624	6.0591
YOR310C	NOP58	ribosome biogenesis	143.6546	6.2902	81.9193	6.1544	8.6732	3.1697	41.8096	6.3579	92.5041	5.8295	61.5032	6.0447
YOR311C	HSD1	unknown	93.0596	6.7759	55.7273	6.5435	30.9693	6.6676	29.0236	6.7634	54.3586	6.2449	49.6873	6.5316
YOR312C	RPL18B	protein synthesis	802.2615	13.6862	583.3361	13.6688	50.6247	13.2071	201.6889	14.0698	424.0318	12.7504	180.5092	13.1241
YOR313C	SPS4	sporulation	23.0743	6.9348	14.372	3.2782	7.0894	3.6715	10.5388	3.4749	16.4863	6.4387	11.0757	3.4478
YOR314W	YOR314W	unknown	2.9937	5.3921	NA	NA	6.7087	3.9958	1.5994	5.5606	8.7129	3.739	8.0504	3.7787
YOR315W	YOR315W	unknown	98.6702	7.4507	73.4741	7.2509	26.2912	7.2402	39.8152	7.5058	64.3902	6.8779	36.9892	7.1928
YOR316C	COT1	Co2+ ion homeostasis	125.0841	6.9276	61.7634	6.6968	47.9933	6.9173	56.2231	7.0605	68.9623	6.3925	42.492	6.6622
YOR318C	YOR318C	unknown	1.5982	11.3003	1.507	11.0215	1.7329	11.2052	1.3735	10.6145	1.5137	9.1585	0.8549	8.8122
YOR319W	HSH49	mRNA splicing	26.4771	8.056	16.485	3.8101	8.3972	4.2398	14.4496	3.9596	19.1847	7.4694	15.4484	3.9455
YOR320C	YOR320C	unknown	94.0882	7.3339	59.6914	7.0837	32.9149	7.2151	32.8748	7.3389	51.7599	6.7484	35.034	7.0842
YOR321W	PMT3	protein glycosylation	21.914	6.3376	15.9067	5.8824	11.7219	3.0282	10.7589	3.1469	13.883	2.9783	8.5292	3.2092
YOR322C	YOR322C	unknown	62.3484	6.7525	39.7383	6.4444	32.0772	6.6827	32.9391	6.803	40.7512	6.2172	25.3695	6.5632
YOR323C	PRO2	proline biosynthesis	125.3897	5.889	85.9456	5.7855	21.4243	5.7094	38.8222	5.9538	68.8612	5.4411	51.0579	5.658
YOR324C	YOR324C	unknown	43.4391	6.4113	30.854	6.0732	15.8087	6.1724	21.4075	6.3759	34.0504	5.9106	26.6933	6.2462
YOR325W	YOR325W	unknown	79.0728	6.8745	60.0482	6.6669	49.6587	6.9026	44.5171	6.9834	73.8758	6.378	72.9385	6.6507
YOR326W	MYO2	cytoskeleton	19.0985	7.1498	10.8205	3.4693	57.4277	6.9316	16.3372	3.3856	31.507	6.2826	23.0387	6.6785
YOR327C	SNC2	secretion	52.291	5.8982	40.6097	5.6754	26.4774	5.8246	41.4542	6.0247	58.5508	5.4803	25.4523	5.7253
YOR328W	PDR10	transport	11.7787	3.5767	9.4644	3.3079	26.3427	6.3331	27.5864	6.4584	19.4464	5.9951	11.3991	3.2499
YOR329C	SCD5	secretion	82.5275	7.8846	54.8909	7.5774	66.6926	7.966	45.0788	7.9814	62.1354	7.2842	49.6715	7.6218
YOR331C	YOR331C	unknown	364.4769	7.1325	246.264	7.1073	98.502	7.2161	114.3632	7.3496	203.5014	6.6413	229.7653	6.9794
YOR332W	VMA4	vacuolar acidification	285.9277	5.7548	256.8517	5.7544	91.4708	5.8393	95.7323	5.9351	183.5046	5.3669	173.032	5.6205
YOR333C	YOR333C	unknown	57.52	5.9717	38.6328	5.7239	29.3836	5.9166	28.7018	6.0102	47.6053	5.5231	40.3676	5.7775
