orf	name	YPD0.1_rpkb	YPD0.2_rpkb	YPD15.1_rpkb	YPD15.2_rpkb	HS15.1_rpkb	HS15.2_rpkb	YPD0_rpkb	YPD15_rpkb	HS15_rpkb	YPD0_copies_per_cell	YPD15_copies_per_cell	HS15_copies_per_cell
YNR067C	DSE4	203.52	279.5	158.89	114.57	232.16	168.84	241.51	136.73	200.5	0.89	0.56	0.83
YNR068C	NA	38.15	61.53	66.45	39.38	238.74	211.67	49.84	52.92	225.21	0.18	0.21	0.93
YNR069C	BSC5	14.43	37.11	19.24	21.3	90.02	134	25.77	20.27	112.01	0.1	0.08	0.46
YNR070W	NA	14.4	20.47	13.65	10.61	22.74	35.63	17.44	12.13	29.19	0.06	0.05	0.12
YNR071C	NA	16.69	17.67	12.76	9.82	16.69	7.85	17.18	11.29	12.27	0.06	0.05	0.05
YNR072W	HXT17	27.04	27.04	24.04	21.03	30.05	21.03	27.04	22.53	25.54	0.1	0.09	0.11
YNR073C	NA	15.59	31.18	7.79	7.79	0	23.38	23.38	7.79	11.69	0.09	0.03	0.05
YNR074C	AIF1	112.66	114.43	120.64	109.11	103.78	72.74	113.54	114.87	88.26	0.42	0.47	0.37
YNR075W	COS10	46.11	113.44	30.43	27.67	16.6	18.45	79.78	29.05	17.52	0.29	0.12	0.07
YNR075C-A	NA	375.73	469.67	93.93	93.93	46.97	93.93	422.7	93.93	70.45	1.56	0.38	0.29
YNR076W	PAU6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YNR077C	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YOL166W-A	NA	0	0	0	0	0	0	0	0	0	0	0	0
YOL166C	NA	0	0	0	0	0	0	0	0	0	0	0	0
YOL165C	AAD15	0	0	0	27.44	0	0	0	13.72	0	0	0.06	0
YOL164W-A	NA	32.9	21.93	49.35	16.45	71.28	21.93	27.42	32.9	46.61	0.1	0.13	0.19
YOL164W	BDS1	60.16	72.19	63.3	48.13	52.84	30.87	66.18	55.72	41.85	0.24	0.23	0.17
YOL163W	NA	7.96	9.95	21.88	9.95	19.89	19.89	8.95	15.91	19.89	0.03	0.06	0.08
YOL162W	NA	6.23	6.23	10.9	7.79	29.6	14.02	6.23	9.35	21.81	0.02	0.04	0.09
YOL161C	NA	0	0	0	0	0	0	0	0	0	0	0	0
YOL160W	NA	2.96	8.88	2.96	11.84	14.79	11.84	5.92	7.4	13.32	0.02	0.03	0.06
YOL159C-A	NA	77.38	73.7	58.96	40.53	202.67	73.7	75.54	49.75	138.19	0.28	0.2	0.57
YOL159C	NA	86.01	111.43	93.83	72.33	191.58	140.75	98.72	83.08	166.16	0.36	0.34	0.69
YOL158C	ENB1	250.28	137.37	240.27	159.07	276.97	231.37	193.83	199.67	254.17	0.72	0.81	1.05
YOL157C	NA	17.1	8.55	34.2	8.55	17.1	17.1	12.83	21.38	17.1	0.05	0.09	0.07
YOL156W	HXT11	35.1	25.07	15.04	5.01	30.08	20.05	30.08	10.03	25.07	0.11	0.04	0.1
YOL155W-A	NA	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YOL155C	HPF1	386.49	711.79	327.74	364.64	331.13	625.37	549.14	346.19	478.25	2.03	1.41	1.98
YOL154W	ZPS1	40.41	44.45	35.02	25.59	33.68	16.17	42.43	30.31	24.92	0.16	0.12	0.1
YOL152W	FRE7	31.48	12.49	34.74	16.83	24.97	13.03	21.98	25.78	19	0.08	0.1	0.08
YOL151W	GRE2	204.75	48.23	186.05	116.16	730.4	676.26	126.49	151.1	703.33	0.47	0.61	2.91
YOL150C	NA	223.3	32.36	174.76	93.85	834.95	576.05	127.83	134.3	705.5	0.47	0.55	2.92
YOL149W	DCP1	334.38	311.12	273.32	261.69	184.64	106.13	322.75	267.51	145.38	1.19	1.09	0.6
YOL148C	SPT20	130.48	147.7	124.38	117.71	200.44	146.59	139.09	121.04	173.51	0.51	0.49	0.72
YOL147C	PEX11	182.17	145.17	148.02	129.51	116.71	56.93	163.67	138.77	86.82	0.6	0.56	0.36
YOL146W	PSF3	162.51	153.87	152.14	105.46	160.78	77.8	158.19	128.8	119.29	0.58	0.52	0.49
YOL145C	CTR9	236.64	211.42	220.13	212.04	122.37	114.58	224.03	216.09	118.47	0.83	0.88	0.49
YOL144W	NOP8	151.32	95.01	91.5	58.42	35.19	19.71	123.17	74.96	27.45	0.45	0.3	0.11
YOL143C	RIB4	2431.21	2472.96	2488.86	2697.59	2709.52	2765.18	2452.08	2593.22	2737.35	9.05	10.53	11.34
YOL142W	RRP40	179.32	152.71	162.51	119.08	88.26	49.03	166.01	140.8	68.65	0.61	0.57	0.28
YOL141W	PPM2	22.28	12.11	7.26	7.26	1.45	1.45	17.19	7.26	1.45	0.06	0.03	0.01
YOL140W	ARG8	101.19	95.61	70.91	57.36	49.4	31.07	98.4	64.14	40.24	0.36	0.26	0.17
YOL139C	CDC33	2308.24	1712.71	2107.11	1992.41	917.64	521.67	2010.48	2049.76	719.65	7.42	8.32	2.98
YOL138C	NA	69.83	77.64	58.48	48.15	47.39	36.8	73.73	53.32	42.1	0.27	0.22	0.17
YOL137W	BSC6	94.78	108.32	64.32	55.52	60.26	37.91	101.55	59.92	49.08	0.37	0.24	0.2
YOL136C	PFK27	166.69	209.84	137.08	136.23	68.54	53.31	188.27	136.65	60.92	0.69	0.55	0.25
YOL135C	MED7	126.91	120.87	125.4	113.31	104.25	71.01	123.89	119.36	87.63	0.46	0.48	0.36
YOL133W	HRT1	386.07	372.18	366.62	377.73	744.36	516.61	379.12	372.18	630.48	1.4	1.51	2.61
YOL134C	NA	247.77	279.07	229.52	252.99	539.88	310.37	263.42	241.25	425.12	0.97	0.98	1.76
YOL132W	GAS4	9.3	4.29	6.44	6.44	12.16	11.44	6.8	6.44	11.8	0.03	0.03	0.05
YOL131W	NA	6.21	0	3.11	9.32	18.63	18.63	3.11	6.21	18.63	0.01	0.03	0.08
YOL130W	ALR1	190.1	156.86	169.83	135.38	98.09	114.3	173.48	152.6	106.19	0.64	0.62	0.44
YOL129W	VPS68	887.27	1105.9	952.86	869.05	1741.74	1268.05	996.58	910.95	1504.9	3.68	3.7	6.24
YOL128C	YGK3	33.09	28.62	32.2	17.89	17.89	13.42	30.86	25.04	15.65	0.11	0.1	0.06
YOL127W	RPL25	12094.28	9173.84	10387.74	8855.63	3045.37	2109.61	10634.06	9621.69	2577.49	39.26	39.06	10.68
YOL126C	MDH2	590.1	624.97	641.06	683.98	473.87	484.6	607.53	662.52	479.23	2.24	2.69	1.99
YOL125W	TRM13	145.24	124.7	92.81	92.11	21.96	25.51	134.97	92.46	23.74	0.5	0.38	0.1
YOL124C	TRM11	160.15	87.42	92.84	58.03	9.28	22.44	123.79	75.43	15.86	0.46	0.31	0.07
YOL123W	HRP1	838.37	623.57	617.25	502.26	165.53	212.91	730.97	559.76	189.22	2.7	2.27	0.78
YOL122C	SMF1	221.56	287.03	206.36	180.05	232.08	154.33	254.29	193.2	193.2	0.94	0.78	0.8
YOL121C	RPS19A	5249.17	3931.2	4646.99	3578.98	1071.8	840.78	4590.18	4112.99	956.29	16.94	16.7	3.96
YOL120C	RPL18A	9235.85	7640.25	8106.11	6417.34	2212.88	1712.07	8438.05	7261.73	1962.47	31.15	29.48	8.13
YOL119C	MCH4	102.62	185.12	85.18	83.84	137.5	107.98	143.87	84.51	122.74	0.53	0.34	0.51
YOL118C	NA	16.37	65.48	22.92	26.19	62.21	78.58	40.93	24.56	70.4	0.15	0.1	0.29
YOL117W	RRI2	37.64	48.62	50.72	61.17	172.54	160.51	43.13	55.94	166.53	0.16	0.23	0.69
YOL116W	MSN1	103.12	136.61	103.12	90.78	178.92	135.73	119.87	96.95	157.33	0.44	0.39	0.65
YOL115W	PAP2	160.62	176.22	131.15	114.4	68.75	76.27	168.42	122.78	72.51	0.62	0.5	0.3
YOL114C	NA	38.08	43.05	39.74	34.77	105.97	36.43	40.57	37.26	71.2	0.15	0.15	0.3
YOL113W	SKM1	93.69	84.43	89.06	80.82	204.89	126.12	89.06	84.94	165.5	0.33	0.34	0.69
YOL112W	MSB4	217.52	198.94	173.47	170.03	114.96	70.9	208.23	171.75	92.93	0.77	0.7	0.39
YOL111C	MDY2	358.14	397.76	393	297.92	446.88	350.21	377.95	345.46	398.55	1.4	1.4	1.65
YOL110W	SHR5	62.85	84.27	68.56	62.85	145.69	91.41	73.56	65.7	118.55	0.27	0.27	0.49
YOL109W	ZEO1	6681.4	5090.73	5653.72	4646.89	7995.04	4548.59	5886.06	5150.3	6271.81	21.73	20.91	25.99
YOL108C	INO4	132.19	163.04	132.19	138.8	180.67	134.4	147.62	135.5	157.53	0.54	0.55	0.65
YOL107W	NA	74.42	92.04	85.19	90.08	111.62	82.25	83.23	87.63	96.94	0.31	0.36	0.4
YOL106W	NA	28.88	40.43	11.55	11.55	28.88	5.78	34.66	11.55	17.33	0.13	0.05	0.07
YOL105C	WSC3	139.9	237.36	135.92	107.41	143.21	86.86	188.63	121.66	115.03	0.7	0.49	0.48
YOL104C	NDJ1	68.61	176.29	52.41	39.07	72.42	53.36	122.45	45.74	62.89	0.45	0.19	0.26
YOL103W	ITR2	389.11	355.81	329.72	308.07	193.72	167.08	372.46	318.89	180.4	1.37	1.29	0.75
YOL102C	TPT1	155.7	138.24	129.51	103.32	125.14	65.48	146.97	116.41	95.31	0.54	0.47	0.39
YOL101C	IZH4	16.12	441.72	26.87	23.64	22.57	11.82	228.92	25.26	17.2	0.85	0.1	0.07
YOL100W	PKH2	103.09	113.37	112.12	104.65	134.55	145.45	108.23	108.39	140	0.4	0.44	0.58
YOL099C	NA	176.7	203.41	162.31	152.04	328.74	205.46	190.05	157.18	267.1	0.7	0.64	1.11
YOL098C	NA	242.12	194.15	204.19	209.06	115.71	141.96	218.13	206.63	128.84	0.81	0.84	0.53
YOL097W-A	NA	38.16	65.41	70.86	59.96	16.35	16.35	51.78	65.41	16.35	0.19	0.27	0.07
YOL097C	WRS1	863.75	702.82	757.24	721.48	284.55	232.46	783.28	739.36	258.5	2.89	3	1.07
YOL096C	COQ3	116.92	134.08	137.3	144.81	299.28	222.04	125.5	141.06	260.66	0.46	0.57	1.08
YOL095C	HMI1	51.8	42.77	49.9	47.05	53.23	36.12	47.29	48.48	44.67	0.17	0.2	0.19
YOL094C	RFC4	169.24	132.9	118.36	132.9	77.87	66.45	151.07	125.63	72.16	0.56	0.51	0.3
YOL093W	TRM10	184.79	160.54	177.86	135.13	38.11	34.65	172.67	156.5	36.38	0.64	0.64	0.15
YOL092W	NA	532.37	502.97	489.91	474.67	120.84	56.61	517.67	482.29	88.73	1.91	1.96	0.37
YOL091W	SPO21	12.7	16.01	9.39	7.73	12.15	6.63	14.36	8.56	9.39	0.05	0.03	0.04
YOL090W	MSH2	167.72	148.51	160.04	143.61	159.34	143.96	158.12	151.83	151.65	0.58	0.62	0.63
YOL089C	HAL9	53.19	62.98	49.93	50.58	58.74	46.01	58.09	50.26	52.38	0.21	0.2	0.22
YOL088C	MPD2	189.98	204.5	215.39	186.35	302.51	223.86	197.24	200.87	263.18	0.73	0.82	1.09
YOL087C	NA	155.38	191.52	184.59	177.06	199.95	224.34	173.45	180.83	212.15	0.64	0.73	0.88
YOL086W-A	NA	175.37	175.37	220.15	190.3	395.52	272.39	175.37	205.22	333.96	0.65	0.83	1.38
YOL086C	ADH1	48105.91	52157.57	48777.53	44488.21	45307.07	33516.31	50131.74	46632.87	39411.69	185.06	189.29	163.3
YOL085W-A	NA	0	9.49	9.49	18.98	161.36	71.19	4.75	14.24	116.27	0.02	0.06	0.48
YOL085C	NA	2.96	17.76	8.88	11.84	97.66	44.39	10.36	10.36	71.02	0.04	0.04	0.29
YOL084W	PHM7	5.45	9.87	7.83	6.47	325.5	256.38	7.66	7.15	290.94	0.03	0.03	1.21
YOL083W	NA	57.98	82.48	86.56	76.76	312.76	239.27	70.23	81.66	276.01	0.26	0.33	1.14
YOL083C-A	NA	79.09	122.23	71.9	129.42	345.12	237.27	100.66	100.66	291.19	0.37	0.41	1.21
YOL082W	ATG19	245.94	351.46	288.15	315.75	605.52	594.97	298.7	301.95	600.24	1.1	1.23	2.49
YOL081W	IRA2	82.61	95.07	82.4	79.01	247.3	468.37	88.84	80.7	357.83	0.33	0.33	1.48
YOL079W	NA	75.63	42.86	60.5	50.42	20.17	2.52	59.24	55.46	11.34	0.22	0.23	0.05
YOL080C	REX4	111.12	63.66	68.29	54.4	11.58	1.16	87.39	61.35	6.37	0.32	0.25	0.03
YOL078W	AVO1	57.42	57.42	38.47	44.5	31.29	34.16	57.42	41.49	32.73	0.21	0.17	0.14
YOL077W-A	ATP19	607.97	612.87	598.16	813.89	1328.7	632.48	610.42	706.03	980.59	2.25	2.87	4.06
YOL077C	BRX1	610.9	292.22	411.87	292.22	33.36	4.6	451.56	352.04	18.98	1.67	1.43	0.08
YOL076W	MDM20	193	156.68	148.66	130.92	92.49	63.35	174.84	139.79	77.92	0.65	0.57	0.32
YOL075C	NA	42.84	63.61	35.31	30.38	36.87	52.19	53.23	32.84	44.53	0.2	0.13	0.18
YOL073C	NA	112.9	171.44	174.57	172.48	280.15	209.07	142.17	173.53	244.61	0.52	0.7	1.01
YOL072W	THP1	70.94	70.94	60.6	59.86	94.59	79.81	70.94	60.23	87.2	0.26	0.24	0.36
YOL071W	EMI5	218.18	251.43	284.68	245.19	702.34	444.68	234.81	264.94	573.51	0.87	1.08	2.38
YOL070C	NA	257.6	246.86	219.36	189.84	207.95	150.93	252.23	204.6	179.44	0.93	0.83	0.74
YOL069W	NUF2	126.94	120.97	123.21	115.74	102.3	81.39	123.96	119.48	91.85	0.46	0.48	0.38
YOL068C	HST1	468.31	462.98	388.26	382.25	408.27	251.5	465.64	385.26	329.89	1.72	1.56	1.37
YOL067C	RTG1	138.19	153.34	115.48	92.76	123.05	106.01	145.76	104.12	114.53	0.54	0.42	0.47
YOL066C	RIB2	146.64	127.88	102.87	85.82	119.92	120.49	137.26	94.35	120.21	0.51	0.38	0.5
YOL065C	INP54	107.36	140.52	108.23	93.39	184.17	166.71	123.94	100.81	175.44	0.46	0.41	0.73
YOL064C	MET22	339.1	461.21	357.89	304.34	259.26	154.05	400.16	331.12	206.65	1.48	1.34	0.86
YOL063C	CRT10	73.05	74.81	72.35	68.84	91.67	84.99	73.93	70.59	88.33	0.27	0.29	0.37
YOL062C	APM4	230.41	242.72	234.52	194.18	216.06	149.05	236.57	214.35	182.55	0.87	0.87	0.76
YOL061W	PRS5	521.89	394.13	441.02	370.35	135.91	113.48	458.01	405.69	124.7	1.69	1.65	0.52
YOL060C	MAM3	189.25	226.52	261.89	204.54	288.17	302.99	207.89	233.21	295.58	0.77	0.95	1.22
YOL059W	GPD2	347.28	431.61	354.95	348.05	394.05	430.84	389.45	351.5	412.44	1.44	1.43	1.71
YOL058W	ARG1	87.44	557.51	80.22	99.47	70.59	49.73	322.47	89.84	60.16	1.19	0.36	0.25
YOL057W	NA	262.86	259.55	266.18	231.13	236.81	224.97	261.2	248.65	230.89	0.96	1.01	0.96
YOL056W	GPM3	160.22	196.94	179.14	180.25	120.17	72.32	178.58	179.69	96.24	0.66	0.73	0.4
YOL055C	THI20	58.06	61.18	55.57	50.57	136.73	66.8	59.62	53.07	101.77	0.22	0.22	0.42
YOL054W	PSH1	81.83	64.3	59.29	47.6	26.72	33.4	73.06	53.44	30.06	0.27	0.22	0.12
YOL053W	NA	99.16	92.32	134.21	147.03	237.65	134.21	95.74	140.62	185.93	0.35	0.57	0.77
YOL052C-A	DDR2	54.74	273.72	202.55	251.82	12925.18	7500	164.23	227.19	10212.59	0.61	0.92	42.31
YOL052C	SPE2	177.83	149.75	159.11	134.43	65.52	57.01	163.79	146.77	61.26	0.6	0.6	0.25
YOL051W	GAL11	192.68	180.84	186.28	158.43	114.58	132.19	186.76	172.36	123.39	0.69	0.7	0.51
YOL050C	NA	290.22	302.84	302.84	170.35	246.06	126.18	296.53	236.59	186.12	1.09	0.96	0.77
YOL049W	GSH2	426.02	407.5	400.64	407.5	404.76	334.78	416.76	404.07	369.77	1.54	1.64	1.53
YOL048C	NA	161.82	228.52	224.59	244.21	711.05	360.92	195.17	234.4	535.98	0.72	0.95	2.22
YOL047C	NA	15.17	16.12	20.86	26.55	391.61	231.36	15.65	23.71	311.49	0.06	0.1	1.29
YOL045W	PSK2	114.96	78.79	87.68	78.48	67.44	80.62	96.87	83.08	74.03	0.36	0.34	0.31
YOL046C	NA	80.77	38.89	65.81	62.82	20.94	50.85	59.83	64.32	35.9	0.22	0.26	0.15
YOL044W	PEX15	67.54	69.3	56.14	48.25	60.53	36.84	68.42	52.19	48.68	0.25	0.21	0.2
YOL043C	NTG2	60.82	87.26	74.92	65.22	104.89	57.29	74.04	70.07	81.09	0.27	0.28	0.34
YOL042W	NGL1	91.73	113.96	102.85	79.68	145.47	104.7	102.85	91.26	125.08	0.38	0.37	0.52
YOL041C	NOP12	375.67	215.92	253.85	193.31	26.99	9.48	295.8	223.58	18.24	1.09	0.91	0.08
YOL040C	RPS15	11061.85	9749.63	10257.06	8557.77	2832.14	2258.63	10405.74	9407.41	2545.38	38.41	38.19	10.55
YOL039W	RPP2A	7305.7	6172.42	6622.96	5437.69	2190.32	1822.96	6739.06	6030.33	2006.64	24.88	24.48	8.31
YOL038C-A	NA	41.94	31.45	94.36	83.88	346	262.12	36.7	89.12	304.06	0.14	0.36	1.26
YOL038W	PRE6	956.81	823.73	884.95	855.67	1706.02	1113.83	890.27	870.31	1409.93	3.29	3.53	5.84
YOL036W	NA	179.97	185.29	156.92	143.18	213.66	223.86	182.63	150.05	218.76	0.67	0.61	0.91
YOL037C	NA	120.23	120.23	91.6	88.74	131.68	151.72	120.23	90.17	141.7	0.44	0.37	0.59
YOL035C	NA	254.43	261.12	190.82	227.65	448.6	237.69	257.78	209.23	343.14	0.95	0.85	1.42
YOL034W	SMC5	57.48	50.99	39.87	30.91	30.6	24.42	54.24	35.39	27.51	0.2	0.14	0.11
YOL033W	MSE1	89.38	88.12	69.87	78.05	107.01	67.35	88.75	73.96	87.18	0.33	0.3	0.36
YOL032W	OPI10	68.45	78.04	98.57	86.25	1192.47	848.83	73.25	92.41	1020.65	0.27	0.38	4.23
YOL031C	SIL1	210.41	180.92	187.29	155.41	321.19	197.66	195.66	171.35	259.42	0.72	0.7	1.07
YOL030W	GAS5	1033.39	1397.3	1084.09	1097.98	659.76	573.64	1215.35	1091.04	616.7	4.49	4.43	2.56
YOL029C	NA	231.31	194.7	169.74	128.14	148.11	64.9	213.01	148.94	106.5	0.79	0.6	0.44
YOL028C	YAP7	147.54	139.34	103.83	102.46	56.01	60.11	143.44	103.14	58.06	0.53	0.42	0.24
YOL027C	MDM38	441.14	475.17	352.56	370.75	251.66	252.25	458.15	361.65	251.96	1.69	1.47	1.04
YOL026C	MIM1	429.74	533.47	346.75	403.06	817.98	654.98	481.6	374.91	736.48	1.78	1.52	3.05
YOL025W	LAG2	42.77	53.47	45.32	39.72	89.11	77.91	48.12	42.52	83.51	0.18	0.17	0.35
YOL024W	NA	3.89	11.68	3.89	3.89	1.95	1.95	7.79	3.89	1.95	0.03	0.02	0.01
YOL023W	IFM1	84.75	79.77	75.28	78.27	100.21	96.72	82.26	76.78	98.46	0.3	0.31	0.41
YOL022C	NA	225.96	151.19	160.22	119.96	40.26	8.22	188.57	140.09	24.24	0.7	0.57	0.1
YOL021C	DIS3	174.36	137.07	134.71	129	45.69	48.38	155.71	131.86	47.03	0.57	0.54	0.19
YOL020W	TAT2	218.66	214.68	229.48	174.25	154.32	100.79	216.67	201.86	127.55	0.8	0.82	0.53
YOL019W-A	NA	0	0	0	0	0	0	0	0	0	0	0	0
YOL019W	NA	156.46	124.68	161.96	121.62	44	24.45	140.57	141.79	34.22	0.52	0.58	0.14
YOL018C	TLG2	134.78	160.89	143.2	143.2	139.83	92.66	147.84	143.2	116.25	0.55	0.58	0.48
YOL017W	ESC8	64.3	55.32	46.81	35.93	28.37	15.13	59.81	41.37	21.75	0.22	0.17	0.09
YOL016C	CMK2	186.63	233.1	203.12	218.86	652.84	527.67	209.87	210.99	590.26	0.77	0.86	2.45
YOL015W	NA	33.86	30.99	17.79	14.92	32.71	16.07	32.43	16.36	24.39	0.12	0.07	0.1
YOL014W	NA	137.78	97.25	116.16	72.94	307.97	197.21	117.51	94.55	252.59	0.43	0.38	1.05
YOL013W-B	NA	0	0	3.54	3.54	24.8	7.09	0	3.54	15.95	0	0.01	0.07
YOL013W-A	NA	29.05	21.79	7.26	14.52	29.05	43.57	25.42	10.89	36.31	0.09	0.04	0.15
YOL013C	HRD1	111.58	159.75	145.73	142.68	262.8	188.41	135.67	144.2	225.6	0.5	0.59	0.93
YOL012C	HTZ1	782.55	795.02	827.41	757.63	670.4	476.01	788.79	792.52	573.21	2.91	3.22	2.37
YOL011W	PLB3	166.9	165.91	116.83	80.99	62.83	52.52	166.4	98.91	57.68	0.61	0.4	0.24
YOL010W	RCL1	130.44	105.64	101.05	106.56	10.1	7.35	118.04	103.8	8.73	0.44	0.42	0.04
YOL009C	MDM12	78.98	92.55	71.57	82.68	177.7	114.76	85.76	77.12	146.23	0.32	0.31	0.61
YOL008W	COQ10	119.8	93.9	119.8	111.7	169.98	132.75	106.85	115.75	151.37	0.39	0.47	0.63
YOL007C	CSI2	299.06	200.36	245.76	190.49	49.35	34.55	249.71	218.13	41.95	0.92	0.89	0.17
YOL006C	TOP1	248.58	206.72	174.44	123.42	130.83	85.48	227.65	148.93	108.16	0.84	0.6	0.45
YOL005C	RPB11	586.18	496.86	544.31	480.11	611.3	407.54	541.52	512.21	509.42	2	2.08	2.11
YOL004W	SIN3	194.6	217.45	199.21	183.4	153.97	232.82	206.02	191.31	193.39	0.76	0.78	0.8
YOL003C	PFA4	165.28	143.07	127.96	116.41	120.85	85.31	154.18	122.19	103.08	0.57	0.5	0.43
YOL002C	IZH2	312.95	743.26	271.72	277	182.91	119.47	528.11	274.36	151.19	1.95	1.11	0.63
YOL001W	PHO80	109.87	94.99	86.98	67.53	88.13	58.37	102.43	77.25	73.25	0.38	0.31	0.3
YOR001W	RRP6	174.3	122.79	115.89	103.47	26.21	25.29	148.54	109.68	25.75	0.55	0.45	0.11
YOR002W	ALG6	415.12	464.47	357.76	366.39	291.76	238.09	439.8	362.08	264.93	1.62	1.47	1.1
YOR003W	YSP3	43.07	49.43	33.19	43.07	156.05	105.91	46.25	38.13	130.98	0.17	0.15	0.54
YOR004W	UTP23	367.84	176.62	207.16	146.07	13.28	9.3	272.23	176.62	11.29	1	0.72	0.05
YOR005C	DNL4	35.56	48.01	47.65	33.07	102.42	78.95	41.79	40.36	90.68	0.15	0.16	0.38
YOR006C	NA	192.44	153.95	177.47	129.36	131.5	87.67	173.19	153.41	109.58	0.64	0.62	0.45
YOR007C	SGT2	1401.75	1103.79	1376.6	1292.43	4879.52	3609.34	1252.77	1334.52	4244.43	4.62	5.42	17.59
YOR008C	SLG1	346.37	346.37	395.34	377.53	519.11	440.75	346.37	386.44	479.93	1.28	1.57	1.99
YOR008C-A	NA	4.5	4.5	4.5	4.5	0	9.01	4.5	4.5	4.5	0.02	0.02	0.02
YOR008W-B	NA	29.79	29.79	49.65	9.93	9.93	0	29.79	29.79	4.96	0.11	0.12	0.02
YOR009W	TIR4	53	49.35	44.78	23.76	36.55	29.24	51.18	34.27	32.9	0.19	0.14	0.14
YOR010C	TIR2	67.91	98.77	67.91	43.21	46.3	26.24	83.34	55.56	36.27	0.31	0.23	0.15
YOR011W	AUS1	52.15	44.9	40.08	40.56	16.66	13.04	48.53	40.32	14.85	0.18	0.16	0.06
YOR011W-A	NA	0	0	0	0	14.64	0	0	0	7.32	0	0	0.03
YOR012W	NA	102.88	90.63	68.59	56.34	166.56	105.33	96.75	62.46	135.95	0.36	0.25	0.56
YOR013W	NA	88.26	75.34	75.34	66.73	204.5	127.01	81.8	71.04	165.75	0.3	0.29	0.69
YOR014W	RTS1	334.35	351.69	318.79	324.13	335.69	289	343.02	321.46	312.34	1.27	1.3	1.29
YOR015W	NA	532.09	473.28	445.27	417.27	663.71	369.66	502.68	431.27	516.69	1.86	1.75	2.14
YOR016C	ERP4	299.33	260.5	279.92	249.17	241.08	145.62	279.92	264.55	193.35	1.03	1.07	0.8
YOR017W	PET127	78.43	74.63	75.47	68.31	69.57	59.03	76.53	71.89	64.3	0.28	0.29	0.27
YOR018W	ROD1	69.16	78.01	79.21	67.95	164.05	145.56	73.58	73.58	154.8	0.27	0.3	0.64
YOR019W	NA	28.2	40.22	27.28	17.57	98.47	51.78	34.21	22.42	75.12	0.13	0.09	0.31
YOR020C	HSP10	2256.2	1655.17	2105.15	1828.24	21067.26	12206.11	1955.68	1966.7	16636.69	7.22	7.98	68.93
YOR020W-A	NA	393.99	602.14	464.61	438.59	1397.55	739.66	498.06	451.6	1068.61	1.84	1.83	4.43
YOR021C	NA	559.41	314.96	385.48	357.27	172.37	73.65	437.19	371.38	123.01	1.61	1.51	0.51
YOR022C	NA	50.72	63.87	63.4	46.96	92.05	62.93	57.3	55.18	77.49	0.21	0.22	0.32
YOR023C	AHC1	119.65	144.66	146.44	134.54	254.19	197.04	132.16	140.49	225.62	0.49	0.57	0.93
YOR024W	NA	3.12	0	0	3.12	3.12	3.12	1.56	1.56	3.12	0.01	0.01	0.01
YOR025W	HST3	227.06	245.92	184.06	150.87	206.69	102.59	236.49	167.47	154.64	0.87	0.68	0.64
YOR026W	BUB3	186.21	204.93	151.72	97.54	112.32	77.83	195.57	124.63	95.07	0.72	0.51	0.39
YOR027W	STI1	628.08	417	699.2	741.65	9254.82	9870.85	522.54	720.42	9562.83	1.93	2.92	39.62
YOR028C	CIN5	63.84	39.9	117.42	128.82	739.85	745.55	51.87	123.12	742.7	0.19	0.5	3.08
YOR029W	NA	6	9	6	6	9	12.01	7.5	6	10.51	0.03	0.02	0.04
YOR030W	DFG16	97.26	93.45	70.63	82.59	66.83	99.43	95.35	76.61	83.13	0.35	0.31	0.34
YOR031W	CRS5	126.06	421.82	135.76	189.09	785.45	324.85	273.94	162.42	555.15	1.01	0.66	2.3
YOR032C	HMS1	41.81	73.56	59.62	45.68	89.04	82.85	57.68	52.65	85.95	0.21	0.21	0.36
YOR032W-A	NA	15.03	10.02	0	10.02	10.02	20.03	12.52	5.01	15.03	0.05	0.02	0.06
YOR033C	EXO1	108.48	119.95	93.66	71.68	111.35	69.77	114.21	82.67	90.56	0.42	0.34	0.38
YOR034C	AKR2	79.51	81.76	56.6	47.17	53.46	41.33	80.63	51.88	47.39	0.3	0.21	0.2
YOR034C-A	NA	124.91	62.46	62.46	54.13	154.06	62.46	93.68	58.29	108.26	0.35	0.24	0.45
YOR035C	SHE4	74.41	91	81.22	85.47	125.87	151.38	82.71	83.34	138.62	0.31	0.34	0.57
YOR036W	PEP12	171.29	222.92	198.28	184.2	306.22	186.55	197.11	191.24	246.38	0.73	0.78	1.02
YOR037W	CYC2	130.52	88.24	119.49	97.43	140.63	89.16	109.38	108.46	114.89	0.4	0.44	0.48
YOR038C	HIR2	82.11	75.2	75.2	59.47	61.77	45.66	78.66	67.34	53.72	0.29	0.27	0.22
YOR039W	CKB2	519.22	422.92	422.92	426.83	543.95	441.14	471.07	424.88	492.54	1.74	1.72	2.04
YOR040W	GLO4	87.58	102.97	89.95	92.32	195.29	165.7	95.28	91.13	180.49	0.35	0.37	0.75
YOR042W	CUE5	310.16	371.2	367.07	374.5	594.74	610.41	340.68	370.79	602.58	1.26	1.51	2.5
YOR041C	NA	266.82	255.02	245.57	262.1	363.64	467.53	260.92	253.84	415.58	0.96	1.03	1.72
